State,Animal Name,Facts,Characteristics
Ohio,Beewolf wasp,"{""Main Prey"": ""Bees"", ""Name Of Young"": ""Larvae"", ""Group Behavior"": ""Solitary except during mating season"", ""Fun Fact"": ""Beewolf wasps hunt bees to feed to their young!"", ""Biggest Threat"": ""Habitat loss"", ""Most Distinctive Feature"": ""Venomous stinger"", ""Other Name(s)"": ""Beewolf, bee-hunter, bee-killer wasp"", ""Habitat"": ""Soil"", ""Predators"": ""Birds, insects, reptiles, amphibians, mammals"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""Diurnal"", ""Favorite Food"": ""Nectar, pollen"", ""Common Name"": ""Beewolf"", ""Special Features"": ""Venomous stinger"", ""Number Of Species"": ""136"", ""Location"": ""North America, South America, Europe, Africa, Asia"", ""Slogan"": ""They hunt bees"", ""Group"": ""Swarm"", ""Nesting Location"": ""Soil/ground""}","{""Color"": ""YellowBlackDark BrownBlack-Brown"", ""Skin Type"": ""Exoskeleton"", ""Venomous"": ""Yes"", ""Aggression"": ""High""}"
Ohio,Black Rat Snake,"{""Prey"": ""Mice, frogs, birds, eggs"", ""Fun Fact"": ""They're also called black pilot snakes due to a myth that they \""pilot\"" venomous snakes to a den where they can go into brumation for the winter."", ""Estimated Population Size"": ""100,000"", ""Most Distinctive Feature"": ""Adults have shiny black scales on its back along with a gray or tan belly in a checkered pattern and white on their chin and neck"", ""Distinctive Feature"": ""Thick powerful bodies"", ""Other Name(s)"": ""Western rat snake and the pilot black snake"", ""Habitat"": ""Farmlands, rocky areas of land, hillsides, and forests"", ""Diet"": ""Carnivore"", ""Common Name"": ""Black Rat Snake""}","{""Color"": ""BrownGreyBlackWhite"", ""Skin Type"": ""Scales"", ""Length"": ""3.5 - 8 feet"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Ohio,Blue Catfish,"{""Prey"": ""Aquatic animals"", ""Group Behavior"": ""School"", ""Fun Fact"": ""It's a strong fighter when caught on a fishing line"", ""Estimated Population Size"": ""Unknown; 100 million in the Chesapeake Bay"", ""Biggest Threat"": ""None"", ""Most Distinctive Feature"": ""Large size"", ""Other Name(s)"": ""Blue channel, chucklehead cat, Mississippi cat, Fulton cat, forktail cat, great forktail cat, humpback blue, silver cat, and highfin blue"", ""Gestation Period"": ""6-10 days"", ""Optimum pH Level"": ""5.0-7.0"", ""Habitat"": ""Reservoirs, rivers, lakes, and ponds"", ""Predators"": ""Osprey, bald eagles, and humans"", ""Diet"": ""Omnivore"", ""Type"": ""Fish"", ""Common Name"": ""Blue catfish"", ""Number Of Species"": ""1""}","{""Color"": ""GreyBlueSilver"", ""Skin Type"": ""Scales"", ""Top Speed"": ""0.6 mph"", ""Lifespan"": ""9-25 years"", ""Weight"": ""25-150lbs"", ""Length"": ""24-65in""}"
Ohio,Blue Racer,"{""Prey"": ""Insects, rodents, small birds, frogs, snakes"", ""Name Of Young"": ""Snakelets or hatchlings"", ""Fun Fact"": ""Some blue racers have smooth scales that are solid electric blue while others are grayish or brownish."", ""Estimated Population Size"": ""1,000,000"", ""Biggest Threat"": ""These snakes are endangered in Canada because they are losing their field and meadow habitat to construction and farmland expansion."", ""Most Distinctive Feature"": ""Its beautiful, electric blue scales"", ""Distinctive Feature"": ""Its ability to move at over 4 miles per hour!"", ""Habitat"": ""Open meadows, prairies, and pond shorelines"", ""Diet"": ""Omnivore"", ""Type"": ""Snake"", ""Common Name"": ""Blue racer""}","{""Skin Type"": ""Scales"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Ohio,Common Yellowthroat,"{""Prey"": ""Insects, spiders, larvae, invertebrates"", ""Main Prey"": ""Insects"", ""Name Of Young"": ""Chicks"", ""Group Behavior"": ""Solitary/PairsFlocks"", ""Fun Fact"": ""The Common Yellowthroat stays close to the ground and uses stealth to survive!"", ""Estimated Population Size"": ""77 million mature individuals"", ""Biggest Threat"": ""Habitat degradation"", ""Most Distinctive Feature"": ""Black mask rimmed in white above"", ""Distinctive Feature"": ""Bright yellow bib and underparts; olive-brown upper parts; sharp, pointed black bill; black eyes; pinkish legs and feet; females lack mask"", ""Other Name(s)"": ""Maryland Yellowthroat, Mascarita com\u00fan (Spanish), Paruline masque (French)"", ""Wingspan"": ""5.9 - 7.5 inches"", ""Incubation Period"": ""12 days"", ""Age Of Fledgling"": ""10 - 12 days"", ""Habitat"": ""Marshes, wetlands, open pine forests, grasslands, prairies, shrublands, other areas with dense, low vegetation"", ""Predators"": ""Hawks, falcons, Loggerhead Shrikes, raccoons, mice, chipmunks, snakes, skunks, opossums"", ""Diet"": ""Insectivore"", ""Lifestyle"": ""DiurnalSolitaryFlockPair"", ""Favorite Food"": ""Insects"", ""Common Name"": ""Common Yellowthroat"", ""Special Features"": ""Black mask with white rim above; bright yellow underparts"", ""Number Of Species"": ""1"", ""Location"": ""North America, Central America and the Caribbean"", ""Average Clutch Size"": ""4"", ""Nesting Location"": ""On the ground or near the ground in dense vegetation"", ""Migratory"": ""1""}","{""Color"": ""BrownYellowBlackWhiteOlive"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""10 years"", ""Weight"": ""0.3 ounces"", ""Length"": ""4.3 - 5.1 inches"", ""Age of Sexual Maturity"": ""1 year"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
Ohio,Corn Earworm,"{""Fun Fact"": ""The corn earworm is capable of devouring an entire crop in just a few days"", ""Distinctive Feature"": ""The presence of spines and small black spots displayed across its body."", ""Other Name(s)"": ""Cotton bollworm, Tomato fruitworm"", ""Wingspan"": ""2 inches"", ""Habitat"": ""grassy areas, wooded areas, and agricultural fields"", ""Predators"": ""lacewings, minute pirate bugs and damsel bugs"", ""Diet"": ""Herbivore""}","{""Color"": ""BrownYellowBlackTanGreenPink"", ""Skin Type"": ""Hairs"", ""Lifespan"": ""30-50 days"", ""Height"": ""0,5 inches"", ""Length"": ""1.5 inches long""}"
Ohio,De Kay’s Brown Snake,"""""",{}
Ohio,Eastern Fence Lizard,"{""Prey"": ""insects, arachnids, and arthropods"", ""Name Of Young"": ""hatchling"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Females are usually larger than males."", ""Estimated Population Size"": ""over 1,000,000"", ""Biggest Threat"": ""habitat loss"", ""Most Distinctive Feature"": ""spiny scales, wavelike markings"", ""Other Name(s)"": ""fence lizard, plateau lizard, prairie lizard"", ""Gestation Period"": ""8-10 weeks"", ""Litter Size"": ""3-16"", ""Habitat"": ""forest, grassland, and shrublands"", ""Predators"": ""snakes, birds, larger lizards, cats"", ""Diet"": ""Carnivore"", ""Lifestyle"": ""Diurnal"", ""Type"": ""reptile"", ""Common Name"": ""Eastern fence lizard"", ""Number Of Species"": ""7"", ""Location"": ""parts of the United States, Mexico"", ""Group"": ""lounge""}","{""Color"": ""BrownGreyBlueBlack"", ""Skin Type"": ""Scales"", ""Lifespan"": ""2-5 years"", ""Weight"": ""15g"", ""Length"": ""4-7 inches"", ""Age of Sexual Maturity"": ""1-2 years""}"
Ohio,Eastern Hognose Snake,"{""Prey"": ""Frogs, lizards, toads, rodents"", ""Main Prey"": ""Toads"", ""Name Of Young"": ""hatchling"", ""Group Behavior"": ""SolitarySolitary except during mating seasonCommunal Dens"", ""Fun Fact"": ""Eastern hognose snakes are venomous, but only to frogs and toads."", ""Biggest Threat"": ""Habitat destruction"", ""Most Distinctive Feature"": ""Upturned scale on the snout"", ""Other Name(s)"": ""spreading adder, spread'em outer, adder, bastard rattlesnake, black adder, black blowing viper, black hog-nosed snake, black viper snake, blauser, blowing adder, blow snake, buckwheat-nose snake, calico snake, checkered adder, chunk head, common hog-nosed snake, common spreading adder, deaf adder, eastern hognose snake, flat-head, flat-head adder, hay-nose snake, hissing adder, hissing snake, hog-nosed adder, hog-nosed rattler, hog-nose snake, hog-nosed viper, hissing viper, (mountain) moccasin, North American adder, North American hog-nosed snake, pilot, poison viper, puff(ing) adder, red snake, rock adder, rossel bastard, sand adder, sand viper, spotted (spreading) adder, spread nelly, spread-head moccasin, spread-head snake, spread-head viper, flat-head adder viper"", ""Gestation Period"": ""2 months"", ""Lifestyle"": ""Crepuscularor Nocturnal Depending on Region and Season"", ""Favorite Food"": ""Toads"", ""Common Name"": ""Eastern hognose snake"", ""Location"": ""Eastern United States and southern Ontrario, Canada"", ""Average Clutch Size"": ""25"", ""Nesting Location"": ""Sand, loose soil, rotten wood""}","{""Color"": ""BrownGreyYellowRedBlackTanGreenDark BrownCream"", ""Skin Type"": ""Scales"", ""Lifespan"": ""12-18 years"", ""Length"": ""24-33 inches"", ""Age of Sexual Maturity"": ""2-3 years"", ""Venomous"": ""Yes"", ""Aggression"": ""Low""}"
Ohio,Flea,"{""Name Of Young"": ""Larvae"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Adult fleas can jump up to 7 inches in the air"", ""Estimated Population Size"": ""Unknown"", ""Biggest Threat"": ""None"", ""Most Distinctive Feature"": ""The long legs"", ""Gestation Period"": ""A week"", ""Litter Size"": ""25-40 eggs per day"", ""Habitat"": ""Mammal and bird hosts in various habitats"", ""Predators"": ""Insects, spiders, lizards, snakes, and frogs"", ""Diet"": ""Carnivore"", ""Favorite Food"": ""Blood and other organic matter"", ""Type"": ""Insect"", ""Common Name"": ""Flea"", ""Number Of Species"": ""1998"", ""Location"": ""Worldwide""}","{""Color"": ""BrownRedBlack"", ""Skin Type"": ""Exoskeleton"", ""Top Speed"": ""4.25 mph"", ""Lifespan"": ""A few months to a year"", ""Weight"": ""1mg"", ""Length"": ""1.5-3.3mm (0.1in)"", ""Age of Sexual Maturity"": ""3-4 weeks""}"
Ohio,Fox Squirrel,"{""Prey"": ""Insects, bird eggs"", ""Name Of Young"": ""Juveniles"", ""Group Behavior"": ""Social"", ""Fun Fact"": ""Although it is a tree squirrel, it spends most of its time on the ground."", ""Biggest Threat"": ""Overhunting, forest destruction"", ""Most Distinctive Feature"": ""Large size and large, bushy tail"", ""Other Name(s)"": ""Bryant's fox, eastern fox, stump-eared, racoon, and monkey-faced squirrel"", ""Gestation Period"": ""44-45 days"", ""Litter Size"": ""2-4"", ""Habitat"": ""Leaf nests and tree dens"", ""Predators"": ""Birds of prey, carnivorous mammals"", ""Diet"": ""Omnivore"", ""Type"": ""rodent"", ""Common Name"": ""fox squirrel"", ""Number Of Species"": ""10"", ""Location"": ""Eastern and central United States"", ""Group"": ""social""}","{""Color"": ""BrownGrey-Brown"", ""Skin Type"": ""Fur"", ""Top Speed"": ""17 mph"", ""Lifespan"": ""6-12.6 years"", ""Length"": ""21 inches"", ""Age of Sexual Maturity"": ""10-11 months"", ""Age of Weaning"": ""2 months""}"
Ohio,Giant Beaver,"{""Fun Fact"": ""The Giant Beaver are not closely related to modern beaver at all."", ""Biggest Threat"": ""Loss of habitat and changing climate"", ""Most Distinctive Feature"": ""Large teeth that could get up to 6 inches long"", ""Habitat"": ""Marshes, ponds, and lakes"", ""Predators"": ""Mammoth, mastodon, ancient bison"", ""Diet"": ""Herbivore"", ""Favorite Food"": ""Aquatic plants"", ""Number Of Species"": ""2"", ""Location"": ""American Midwest""}","{""Color"": ""BrownBlackDark BrownCreamBeige"", ""Skin Type"": ""Fur"", ""Weight"": ""250 to 275 pounds"", ""Length"": ""6 to 7 feet"", ""Venomous"": ""No""}"
Ohio,Groundhog (Woodchuck),"""""",{}
Ohio,Kentucky Warbler,"{""Prey"": ""Insects, spiders, invertebrates, larvae"", ""Main Prey"": ""Insects"", ""Name Of Young"": ""Chicks"", ""Group Behavior"": ""Pair"", ""Fun Fact"": ""The Kentucky Warbler appears to wear bright yellow cat-eye glasses!"", ""Estimated Population Size"": ""2,600,000 mature individuals"", ""Biggest Threat"": ""Habitat degradation"", ""Most Distinctive Feature"": ""Bright yellow spectacles"", ""Distinctive Feature"": ""Olive plumage on upper parts; bright yellow plumage underneath; black cap and neck on males; dark cap and neck, but not black, on females"", ""Temperament"": ""Territorial"", ""Wingspan"": ""7.9 to 8.7 inches"", ""Incubation Period"": ""12 to 13 days"", ""Age Of Fledgling"": ""8 to 10 days"", ""Habitat"": ""Deciduous forest with dense undergrowth"", ""Predators"": ""Snakes"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""DiurnalPair"", ""Favorite Food"": ""Insects"", ""Special Features"": ""Bright yellow spectacles; black cap on males; olive plumage on upper parts; bright yellow plumage below; long, pointed bill"", ""Number Of Species"": ""1"", ""Average Clutch Size"": ""4"", ""Nesting Location"": ""On the ground, usually near a bush or plant that provides cover"", ""Migratory"": ""1""}","{""Color"": ""YellowBlackOlive"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""6.5 to 8 years"", ""Weight"": ""0.5 ounces"", ""Length"": ""5.1 to 5.25 inches"", ""Age of Sexual Maturity"": ""1 year"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
Ohio,Massasauga,"{""Prey"": ""Small mammals, lizards, other snakes, centipedes"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""The name \u201cMassasauga\u201d comes from the Chippewa language, meaning \u201cGreat River Mouth\u201d."", ""Litter Size"": ""8-20 live young"", ""Habitat"": ""Prairie, marsh, and lake areas"", ""Diet for this Fish"": ""Carnivore"", ""Lifestyle"": ""NocturnalDiurnal"", ""Common Name"": ""Massasauga Rattlesnake, pygmy rattlesnake"", ""Number Of Species"": ""3"", ""Location"": ""North America""}","{""Color"": ""BrownGreyBlackTan"", ""Skin Type"": ""Scales"", ""Lifespan"": ""8-14 years"", ""Length"": ""24-30 inches""}"
Ohio,Mealybug,"{""Name Of Young"": ""Nymphs or instars"", ""Group Behavior"": ""Colony"", ""Fun Fact"": ""They have a symbiotic relationship with ants."", ""Biggest Threat"": ""Poisonous plants"", ""Most Distinctive Feature"": ""Waxy, mealy appearance"", ""Gestation Period"": ""4-6 days"", ""Litter Size"": ""100-600 eggs depending on species"", ""Habitat"": ""Plants"", ""Diet"": ""Herbivore"", ""Type"": ""Insect"", ""Common Name"": ""Mealybugs"", ""Location"": ""Worldwide""}","{""Color"": ""YellowWhite"", ""Skin Type"": ""Exoskeleton"", ""Lifespan"": ""68 days or 7-10 weeks"", ""Length"": ""2mm (male); 4mm (female)"", ""Age of Sexual Maturity"": ""20-44 days depending on species""}"
Ohio,Milk Snake,"{""Prey"": ""Rodents, reptiles, snakes, and insects."", ""Litter Size"": ""6-24 eggs"", ""Diet"": ""Carnivore"", ""Type"": ""reptile"", ""Common Name"": ""milk snake""}","{""Color"": ""YellowRedBlack"", ""Skin Type"": ""Scales"", ""Lifespan"": ""up to 22 years in captivity"", ""Length"": ""24-52 inches""}"
Ohio,Mockingbird,"{""Prey"": ""Insects, spiders, land crabs, snails, earthworms, other invertebrates, lizards, baby turtles"", ""Main Prey"": ""Insects"", ""Name Of Young"": ""Chicks"", ""Group Behavior"": ""Solitary/Pairs"", ""Fun Fact"": ""Mockingbirds are incredible mimics that can learn hundreds of songs!"", ""Biggest Threat"": ""Cats"", ""Most Distinctive Feature"": ""Ability to sing many songs and mimic birds and other animals."", ""Distinctive Feature"": ""Long tail; long, pointy bill; long legs; usually gray with white and black accents; sometimes blue or brown"", ""Incubation Period"": ""12 to 14 days in Northern Mockingbirds; little is reported on other species"", ""Age Of Fledgling"": ""About 12 days in Northern Mockingbirds; little is reported on other species"", ""Habitat"": ""Mostly open areas, sparse forests, forest edges, parks, urban areas, suburban areas, pastures, grasslands, savannas, shrublands, desert edges"", ""Predators"": ""Cats, hawks, owls, snakes, crows, jays, squirrels, raccoons"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""DiurnalSolitaryPair"", ""Favorite Food"": ""Besides insects, berries and other fruits"", ""Number Of Species"": ""14"", ""Location"": ""North America, South America, Central America and the Caribbean"", ""Average Clutch Size"": ""4"", ""Nesting Location"": ""Usually in trees""}","{""Color"": ""BrownGreyBlueBlackWhite"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""Approximately 8 years in the wild"", ""Weight"": ""1.4 to 2.8 ounces"", ""Length"": ""8 to 11 inches"", ""Age of Sexual Maturity"": ""About 1 year"", ""Venomous"": ""No"", ""Aggression"": ""High""}"
Ohio,Mourning Warbler,"{""Prey"": ""Insects and insect larvae, spiders, other invertebrates"", ""Main Prey"": ""Insects and larvae"", ""Name Of Young"": ""Chicks"", ""Group Behavior"": ""Mainly solitaryPair"", ""Fun Fact"": ""The Mourning Warbler was named for its gray head, which resembles a mourning veil!"", ""Estimated Population Size"": ""14 million mature individuals"", ""Biggest Threat"": ""Nest predators"", ""Most Distinctive Feature"": ""Gray head that resembles a mourning veil with black crescent at the base"", ""Distinctive Feature"": ""Black eye line from top of bill to eyes; narrow, pointy, pink bill with black on top; olive feathers on upper parts; yellow feathers on underparts; pink legs and feet; three toes facing forward and one facing back"", ""Temperament"": ""Moderately territorial"", ""Wingspan"": ""7.5 inches"", ""Incubation Period"": ""12 days"", ""Age Of Independence"": ""About 36 days"", ""Age Of Fledgling"": ""7 to 9 days"", ""Habitat"": ""Sparsely wooded areas, including disturbed or burned forests, with dense undergrowth; shrublands or overgrown grasslands with thickets and dense, low vegetation"", ""Predators"": ""Mainly nest predators such as squirrels, chipmunks and raccoons"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""DiurnalPair"", ""Favorite Food"": ""Insects and insect larvae, spiders, other invertebrates, some fruits"", ""Common Name"": ""Mourning Warbler"", ""Location"": ""Canada, United States, Mexico, Central America, far northwestern South America including parts of Ecuador, Colombia, and Venezuela"", ""Average Clutch Size"": ""4"", ""Group"": ""Flock"", ""Nesting Location"": ""On or very near the ground"", ""Migratory"": ""1""}","{""Color"": ""GreyYellowBlackDull Olive"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""Oldest recorded individual was 7.9 years old."", ""Weight"": ""Average 0.45 ounces"", ""Length"": ""Average about 5.2 inches"", ""Age of Sexual Maturity"": ""1 year"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
Ohio,Nematode,"{""Fun Fact"": ""Nematodes range in size from 1/10 of an inch to 28 feet long"", ""Estimated Population Size"": ""4.4 \u00d7 10 to the 20th power (100 million million million)"", ""Most Distinctive Feature"": ""tubelike appearance"", ""Habitat"": ""soil, water, plants, animals worldwide"", ""Diet"": ""Omnivore"", ""Common Name"": ""roundworm"", ""Special Features"": ""survives in low oxygen habitats"", ""Number Of Species"": ""20000"", ""Location"": ""worldwide""}","{""Color"": ""BrownYellowRedWhiteGreen"", ""Lifespan"": ""3 days to 15 years"", ""Length"": ""1/10 of an inch to 28 feet""}"
Ohio,Orb Weaver,"{""Prey"": ""mosquitoes, gnats, flies, aphids, moths, grasshoppers"", ""Fun Fact"": ""Females are about four times the size of males"", ""Biggest Threat"": ""birds"", ""Most Distinctive Feature"": ""Skull-like head"", ""Other Name(s)"": ""Orb spider, garden spider"", ""Gestation Period"": ""3-6 months"", ""Habitat"": ""gardens, hedges, trees"", ""Predators"": ""birds, reptiles, insects"", ""Diet"": ""Carnivore"", ""Type"": ""arachnid"", ""Common Name"": ""Orb weaver"", ""Location"": ""Worldwide""}","{""Color"": ""BrownYellowBlackWhiteGolden"", ""Skin Type"": ""Exoskeleton"", ""Lifespan"": ""12 months"", ""Length"": ""0.25-0.375 inch (male); 1-1.5 inches (female)"", ""Age of Sexual Maturity"": ""6-9 months""}"
Ohio,Owl,"{""Prey"": ""Insects, rodents, rabbits, hares, and fish"", ""Name Of Young"": ""Hatchlings"", ""Group Behavior"": ""GroupFamily units"", ""Fun Fact"": ""The owl can rotate its head some 270 degrees"", ""Estimated Population Size"": ""Unknown"", ""Biggest Threat"": ""Habitat loss"", ""Most Distinctive Feature"": ""The massive front-facing eyes"", ""Other Name(s)"": ""Hooters"", ""Gestation Period"": ""1-2 months"", ""Litter Size"": ""Up to 12 eggs"", ""Habitat"": ""Grasslands, forests, swamps, and others"", ""Predators"": ""Birds of prey, cats, and humans"", ""Diet"": ""Carnivore"", ""Type"": ""Bird"", ""Common Name"": ""Owl"", ""Location"": ""Worldwide""}","{""Color"": ""BrownGreyBlackWhite"", ""Skin Type"": ""Feathers"", ""Top Speed"": ""40 mph"", ""Lifespan"": ""Up to 25 years"", ""Weight"": ""Up to 4kg (9lbs)"", ""Height"": ""13-71cm (5-28in)"", ""Length"": ""25-182cm (10-72in)"", ""Age of Sexual Maturity"": ""1-2 years""}"
Ohio,Polyphemus Moth,"{""Name Of Young"": ""Larvae, caterpillars"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""The Polyphemus moth doesn\u2019t and can't eat, except when it's a caterpillar!"", ""Estimated Population Size"": ""Unknown but possibly millions"", ""Biggest Threat"": ""Habitat disturbance, artificial light, predation by squirrels, climate change"", ""Most Distinctive Feature"": ""The eyespots on their hindwings"", ""Gestation Period"": ""10 days"", ""Litter Size"": ""1-5 eggs"", ""Habitat"": ""Cities, yards, farms, riversides, orchards, bogs, marshes, swamps, forests dominated by hardwoods such as oak, maple and birch"", ""Predators"": ""Squirrels, raccoons, mice, woodpeckers, other insects including wasps and ants"", ""Diet"": ""Omnivore"", ""Type"": ""Moth"", ""Common Name"": ""Polyphemus moth"", ""Number Of Species"": ""1"", ""Location"": ""Most of the United States, Canada and Mexico""}","{""Color"": ""BrownPurpleBlack-BrownLight-Brown"", ""Skin Type"": ""Exoskeleton"", ""Lifespan"": ""Less than a week as an adult, three months overall"", ""Length"": ""4-6 inches"", ""Age of Sexual Maturity"": ""Same day of emerging from cocoons""}"
Ohio,Queen Snake,"{""Prey"": ""Freshly moulted crayfish"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Queen snakes have armor-like scales on the top of their head"", ""Gestation Period"": ""2-3 months"", ""Litter Size"": ""12-24 live babies"", ""Diet"": ""Carnivore"", ""Lifestyle"": ""DiurnalCrepuscular""}","{""Color"": ""BrownGreyYellowWhite"", ""Skin Type"": ""Scales"", ""Lifespan"": ""5-10 years in the wild, up to 20 in captivity"", ""Length"": ""Up to 24\u201d"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Ohio,Rat Snakes,"{""Prey"": ""Rats, mice, birds, bird eggs, lizards"", ""Main Prey"": ""Rats and mice"", ""Name Of Young"": ""Hatchlings"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Rat snakes are constrictors from the Colubridae family of snakes."", ""Biggest Threat"": ""Vehicles on roads, human encroachment"", ""Other Name(s)"": ""Corn snake, rat snake, bush snake,"", ""Gestation Period"": ""2-3 months"", ""Temperament"": ""Generally mellow, but some species are more aggressive."", ""Litter Size"": ""Anywhere from 3-20 eggs"", ""Habitat"": ""Dense rainforest jungles to arid deserts."", ""Diet for this Fish"": ""Carnivore"", ""Lifestyle"": ""Diurnalor Nocturnal Depending on Region and Season"", ""Number Of Species"": ""50"", ""Average Clutch Size"": ""12"", ""Nesting Location"": ""Hollow logs, leaf litter""}",{}
Ohio,Red-Bellied Woodpecker,"{""Prey"": ""Bugs"", ""Group Behavior"": ""Solitary/Pairs"", ""Fun Fact"": ""Red-Bellied Woodpeckers will often steal the nests of other birds."", ""Estimated Population Size"": ""16 million"", ""Biggest Threat"": ""Predation"", ""Most Distinctive Feature"": ""Bright red cap"", ""Wingspan"": ""15-18 inches"", ""Incubation Period"": ""12-14 days"", ""Age Of Independence"": ""10 weeks"", ""Age Of Fledgling"": ""22-27 days"", ""Average Spawn Size"": ""2-6 eggs"", ""Diet"": ""Omnivore"", ""Location"": ""Eastern United States"", ""Nesting Location"": ""Excavated cavities in dead trees""}","{""Color"": ""GreyRedBlackWhiteTan"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""12.1 years in the wild"", ""Weight"": ""56-91 grams"", ""Length"": ""9-10.51 inches"", ""Age of Sexual Maturity"": ""One year"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Ohio,Red-Shouldered Hawk,"{""Prey"": ""Small mammals"", ""Name Of Young"": ""Hatchlings"", ""Group Behavior"": ""Solitary/Pairs"", ""Fun Fact"": ""Red-Shouldered Hawks reuse the same nesting area each year."", ""Estimated Population Size"": ""1.9 million"", ""Biggest Threat"": ""Deforestation"", ""Most Distinctive Feature"": ""\""red shoulders\"""", ""Wingspan"": ""35-50 inches"", ""Incubation Period"": ""28-33 days"", ""Age Of Independence"": ""17 to 19 weeks old"", ""Age Of Fledgling"": ""6 weeks"", ""Habitat"": ""Wet forests"", ""Diet"": ""Carnivore"", ""Lifestyle"": ""DiurnalCrepuscularPair"", ""Location"": ""Eastern United States"", ""Average Clutch Size"": ""-2"", ""Nesting Location"": ""Trees near water"", ""Age of Molting"": ""13-19 days""}","{""Color"": ""BrownRedBlackWhiteTan"", ""Skin Type"": ""Feathers"", ""Top Speed"": ""34 mph"", ""Lifespan"": ""Up to 20 years"", ""Weight"": ""1-2 lb"", ""Length"": ""15-24 inches"", ""Age of Sexual Maturity"": ""1-2 years"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
Ohio,Ribbon Snake,"{""Prey"": ""Frogs, fish, salamanders"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Ribbon snakes love water, but are excellent climbers too."", ""Most Distinctive Feature"": ""Three lines running the length of their bodies."", ""Diet"": ""Carnivore"", ""Average Litter Size"": ""3-26 live young"", ""Lifestyle"": ""Diurnal"", ""Common Name"": ""Ribbon Snake"", ""Special Features"": ""Brown, black, olive with a tan, white, blue or yellow stripe""}","{""Color"": ""BrownYellowBlueBlackWhiteOlive"", ""Skin Type"": ""Scales"", ""Lifespan"": ""10-11 years"", ""Length"": ""18-42 inches"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Ohio,Rooster,"{""Prey"": ""Insects"", ""Name Of Young"": ""Chick"", ""Group Behavior"": ""Sociable"", ""Fun Fact"": ""Will mate with the entire flock!"", ""Estimated Population Size"": ""23 billion"", ""Biggest Threat"": ""Humans, predators"", ""Most Distinctive Feature"": ""Bushy tailfeathers"", ""Other Name(s)"": ""Cock, cockerel, capon"", ""Gestation Period"": ""21 days"", ""Litter Size"": ""2 to 4"", ""Habitat"": ""Farms"", ""Predators"": ""Foxes, coyotes, raccoons"", ""Diet"": ""Omnivore"", ""Type"": ""Bird"", ""Common Name"": ""Rooster"", ""Number Of Species"": ""1"", ""Location"": ""Worldwide"", ""Group"": ""Flock""}","{""Color"": ""BrownRedBlueBlackWhiteGreen"", ""Skin Type"": ""Feathers"", ""Top Speed"": ""9 mph"", ""Lifespan"": ""8 to 15 years"", ""Height"": ""2 to 3 feet tall"", ""Length"": ""10 to 16 inches"", ""Age of Sexual Maturity"": ""16 to 26 weeks"", ""Age of Weaning"": ""2 months""}"
Ohio,Sandhill Crane,"{""Prey"": ""Occasional small mammals"", ""Name Of Young"": ""Fledglings"", ""Group Behavior"": ""Family unitsFlock"", ""Biggest Threat"": ""Habitat Loss, Predation"", ""Wingspan"": ""5'5\"" to 7'7\"""", ""Incubation Period"": ""30 days"", ""Age Of Independence"": ""10-12 months"", ""Age Of Fledgling"": ""30 days"", ""Average Spawn Size"": ""1-3"", ""Habitat"": ""Marshes and Bogs"", ""Predators"": ""Most predatory mammals"", ""Diet"": ""Herbivore"", ""Lifestyle"": ""Flock"", ""Nesting Location"": ""Marshes, shallow water""}","{""Color"": ""BrownGreyFawnRed"", ""Lifespan"": ""20 years or more"", ""Weight"": ""7.1-11 pounds"", ""Height"": ""3-4 ft"", ""Age of Sexual Maturity"": ""2 years"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
